employee_id,name,company,ticker,department,level,performance_score,total_compensation_usd,tenure_years
NVDA-0867,Chen Singh,NVIDIA,NVDA,Sales & GTM,Senior,98.1,356900,2.6
NVDA-0868,Emily Kim,NVIDIA,NVDA,Engineering,Staff,58.6,223800,2.6
NVDA-0869,Priya Brown,NVIDIA,NVDA,Sales & GTM,Senior,68.4,194100,1.0
NVDA-0870,Michael Davis,NVIDIA,NVDA,Engineering,Principal,81.7,1188200,4.0
NVDA-0871,Yuki Park,NVIDIA,NVDA,Engineering,Staff,61.8,105200,9.2
NVDA-0872,Arjun Lopez,NVIDIA,NVDA,Engineering,Staff,81.9,260000,3.3
NVDA-0873,Hiroshi Reyes,NVIDIA,NVDA,Operations,Principal,70.7,309400,5.5
NVDA-0874,Arjun Petrov,NVIDIA,NVDA,Engineering,Principal,86.5,975500,11.8
NVDA-0875,Sofia Martinez,NVIDIA,NVDA,Sales & GTM,Principal,83.5,261800,6.2
NVDA-0876,Priya Smith,NVIDIA,NVDA,Research & AI,Senior,77.0,342000,6.7
NVDA-0877,Hannah Tanaka,NVIDIA,NVDA,Sales & GTM,Senior,79.9,245900,16.3
NVDA-0878,Michael Lee,NVIDIA,NVDA,Operations,Director,79.2,1073300,12.7
NVDA-0879,John Khan,NVIDIA,NVDA,Finance,Senior,88.2,274700,3.7
NVDA-0880,Daniel Patel,NVIDIA,NVDA,Sales & GTM,Staff,70.5,982300,1.7
NVDA-0881,Hannah Murphy,NVIDIA,NVDA,Research & AI,Senior Director,70.0,689700,8.6
NVDA-0882,Raj Lopez,NVIDIA,NVDA,Product,Senior,82.1,155400,4.2
NVDA-0883,Fatima Yamamoto,NVIDIA,NVDA,Marketing,Director,78.0,700000,4.9
NVDA-0884,Kevin Chen,NVIDIA,NVDA,Engineering,Staff,88.3,294200,14.0
NVDA-0885,Kevin Murphy,NVIDIA,NVDA,Legal & Policy,Staff,68.0,295800,4.7
NVDA-0886,Olivia Lee,NVIDIA,NVDA,Engineering,Senior,80.7,229300,2.9
NVDA-0887,Hannah Lee,NVIDIA,NVDA,Legal & Policy,Senior,93.5,334900,6.1
NVDA-0888,Emily Nguyen,NVIDIA,NVDA,Product,Senior,71.2,294300,3.3
NVDA-0889,Nina Martinez,NVIDIA,NVDA,Engineering,Principal,80.4,550600,13.1
NVDA-0890,Hiroshi Garcia,NVIDIA,NVDA,Sales & GTM,Senior,72.0,204500,5.9
NVDA-0891,Kevin Ali,NVIDIA,NVDA,Research & AI,Senior,84.4,246000,0.7
NVDA-0892,Maria Brown,NVIDIA,NVDA,Engineering,Principal,83.1,696600,3.6
NVDA-0893,Wei Chen,NVIDIA,NVDA,Engineering,Senior,80.1,300800,5.2
NVDA-0894,Elena Lee,NVIDIA,NVDA,People/HR,Director,100.0,362800,3.7
NVDA-0895,Elena Murphy,NVIDIA,NVDA,Sales & GTM,Senior,84.9,310900,6.1
NVDA-0896,Chen Singh,NVIDIA,NVDA,Sales & GTM,Staff,83.3,534100,4.2
NVDA-0897,Hannah Chen,NVIDIA,NVDA,Engineering,Staff,91.1,437100,9.7
NVDA-0898,Aisha Park,NVIDIA,NVDA,Engineering,Staff,86.2,1337600,8.2
NVDA-0899,James Brown,NVIDIA,NVDA,Sales & GTM,VP,89.6,605200,6.2
NVDA-0900,James Singh,NVIDIA,NVDA,Engineering,Staff,94.3,327700,8.0
NVDA-0901,James Cohen,NVIDIA,NVDA,Legal & Policy,Senior,87.5,960000,7.6
NVDA-0902,Wei Davis,NVIDIA,NVDA,Engineering,Senior Director,93.2,814100,3.8
NVDA-0903,Zoe Rossi,NVIDIA,NVDA,Design,Senior,69.9,371400,5.1
NVDA-0904,Sofia Silva,NVIDIA,NVDA,Sales & GTM,Staff,74.5,599400,3.0
NVDA-0905,James Tanaka,NVIDIA,NVDA,Finance,Director,86.5,374900,10.3
NVDA-0906,Aisha Schmidt,NVIDIA,NVDA,Engineering,Staff,77.7,404100,6.0
NVDA-0907,Daniel Lopez,NVIDIA,NVDA,Sales & GTM,Staff,85.3,97400,2.5
NVDA-0908,Michael Martinez,NVIDIA,NVDA,Operations,SVP,83.0,976500,18.4
NVDA-0909,Raj Chen,NVIDIA,NVDA,Engineering,Senior,81.0,246500,2.5
NVDA-0910,James Singh,NVIDIA,NVDA,Product,Director,78.6,502700,9.3
NVDA-0911,Linda Chen,NVIDIA,NVDA,Engineering,Senior,76.5,422200,8.2
NVDA-0912,Sofia Davis,NVIDIA,NVDA,Operations,Staff,97.7,863700,5.1
NVDA-0913,Elena Martinez,NVIDIA,NVDA,Engineering,Senior,73.6,310800,7.7
NVDA-0914,Sofia Chen,NVIDIA,NVDA,Operations,SVP,89.7,2013700,11.6
NVDA-0915,Linda Petrov,NVIDIA,NVDA,Sales & GTM,Senior,76.9,319900,10.6
NVDA-0916,Mary Park,NVIDIA,NVDA,Design,Staff,73.6,561300,4.7
NVDA-0917,Maria Schmidt,NVIDIA,NVDA,Operations,Senior,90.3,471400,4.4
NVDA-0918,Olivia Garcia,NVIDIA,NVDA,Product,Principal,66.3,240300,5.6
NVDA-0919,Ahmed Lee,NVIDIA,NVDA,Engineering,Senior,76.0,483600,7.8
NVDA-0920,John Wang,NVIDIA,NVDA,Finance,Senior Director,85.3,758400,10.9
NVDA-0921,Yuki Patel,NVIDIA,NVDA,Engineering,Senior,82.0,618200,13.8
NVDA-0922,Mary Smith,NVIDIA,NVDA,Design,Staff,95.7,297800,4.7
NVDA-0923,Nina Silva,NVIDIA,NVDA,Engineering,Director,89.8,955600,11.6
NVDA-0924,Fatima Lopez,NVIDIA,NVDA,Marketing,Staff,92.7,559800,5.8
NVDA-0925,Grace Park,NVIDIA,NVDA,Research & AI,Principal,86.2,336600,7.6
NVDA-0926,Grace Okafor,NVIDIA,NVDA,Marketing,VP,62.5,723400,7.0
NVDA-0927,Samuel Lopez,NVIDIA,NVDA,Engineering,Staff,83.7,377800,0.7
NVDA-0928,Hiroshi Garcia,NVIDIA,NVDA,Engineering,Staff,79.8,310200,6.6
NVDA-0929,Elena Garcia,NVIDIA,NVDA,Finance,Staff,90.4,1092000,5.1
NVDA-0930,James Murphy,NVIDIA,NVDA,Engineering,Senior,69.2,159100,1.7
NVDA-0931,Priya Ali,NVIDIA,NVDA,People/HR,Senior Director,77.8,1582100,11.2
NVDA-0932,Elena Davis,NVIDIA,NVDA,Product,Principal,97.4,531800,12.3
NVDA-0933,Yuki Lee,NVIDIA,NVDA,Legal & Policy,SVP,79.5,1458100,10.7
NVDA-0934,Linda Johnson,NVIDIA,NVDA,Engineering,Senior,84.4,202800,8.9
NVDA-0935,Raj Khan,NVIDIA,NVDA,Sales & GTM,Principal,82.9,336200,5.7
NVDA-0936,Samuel Anderson,NVIDIA,NVDA,Engineering,Senior,71.1,549200,5.0
NVDA-0937,Daniel Park,NVIDIA,NVDA,Engineering,Staff,79.5,143400,7.3
NVDA-0938,Michael Tanaka,NVIDIA,NVDA,Engineering,Staff,93.0,823000,3.4
NVDA-0939,David Okafor,NVIDIA,NVDA,Operations,Senior,78.9,761500,2.4
NVDA-0940,Nina Davis,NVIDIA,NVDA,Engineering,Principal,92.7,561800,2.7
NVDA-0941,Michael Rossi,NVIDIA,NVDA,Product,Principal,78.2,613800,12.4
NVDA-0942,Linda Yamamoto,NVIDIA,NVDA,Engineering,Principal,75.3,305000,2.6
NVDA-0943,John Park,NVIDIA,NVDA,Research & AI,Senior,76.3,133500,4.7
NVDA-0944,Yuki Cohen,NVIDIA,NVDA,Marketing,Director,94.3,347100,7.5
NVDA-0945,Hannah Lee,NVIDIA,NVDA,Marketing,Senior Director,64.5,1116400,5.9
NVDA-0946,Zoe Reyes,NVIDIA,NVDA,Engineering,Principal,68.4,465700,4.9
NVDA-0947,Raj Kim,NVIDIA,NVDA,Research & AI,Senior Director,79.2,693000,17.0
NVDA-0948,Mary Murphy,NVIDIA,NVDA,Engineering,Senior,66.0,146600,5.7
NVDA-0949,Chen Garcia,NVIDIA,NVDA,Sales & GTM,Principal,89.0,274700,9.9
NVDA-0950,John Wilson,NVIDIA,NVDA,Product,Senior,75.0,487900,6.4
NVDA-0951,Kevin Park,NVIDIA,NVDA,Research & AI,Senior,66.3,618000,10.7
NVDA-0952,Mary Petrov,NVIDIA,NVDA,Engineering,Principal,68.8,561400,6.0
NVDA-0953,Carlos Cohen,NVIDIA,NVDA,Sales & GTM,Director,94.2,536300,4.0
NVDA-0954,Kevin Davis,NVIDIA,NVDA,Engineering,Senior,77.0,398400,7.2
NVDA-0955,Aisha Ali,NVIDIA,NVDA,Research & AI,Director,99.0,639500,8.5
NVDA-0956,Linda Brown,NVIDIA,NVDA,Finance,C-Suite,82.2,3549200,7.0
NVDA-0957,Yuki Reyes,NVIDIA,NVDA,Design,Director,100.0,526600,4.3
NVDA-0958,James Lopez,NVIDIA,NVDA,Operations,Senior,89.6,140800,4.3
NVDA-0959,Linda Schmidt,NVIDIA,NVDA,People/HR,Staff,87.1,805400,4.0
NVDA-0960,Linda Ali,NVIDIA,NVDA,Engineering,Staff,83.6,180200,2.1
NVDA-0961,Priya Ali,NVIDIA,NVDA,Engineering,Senior,96.6,192700,7.4
NVDA-0962,Grace Ali,NVIDIA,NVDA,People/HR,Senior,83.1,480600,7.3
NVDA-0963,Daniel Chen,NVIDIA,NVDA,Legal & Policy,Senior,84.4,346900,10.8
NVDA-0964,Hiroshi Martinez,NVIDIA,NVDA,Sales & GTM,Senior,78.1,118400,8.6
NVDA-0965,David Yamamoto,NVIDIA,NVDA,Engineering,Senior,81.2,257100,4.9
NVDA-0966,Yuki Johnson,NVIDIA,NVDA,Operations,Senior Director,77.9,331300,12.6
NVDA-0967,Sofia Brown,NVIDIA,NVDA,Legal & Policy,Director,81.6,851100,10.2
NVDA-0968,Ahmed Tanaka,NVIDIA,NVDA,Product,Senior,85.7,231300,14.0
NVDA-0969,Carlos Chen,NVIDIA,NVDA,Marketing,Director,67.2,1222100,5.1
NVDA-0970,John Patel,NVIDIA,NVDA,Engineering,Senior Director,84.9,533300,16.9
NVDA-0971,Raj Silva,NVIDIA,NVDA,Research & AI,Staff,72.4,438800,5.5
NVDA-0972,Kevin Wilson,NVIDIA,NVDA,Engineering,Principal,68.5,255100,11.3
NVDA-0973,Olivia Davis,NVIDIA,NVDA,People/HR,Senior Director,85.5,1343600,5.2
NVDA-0974,Michael Petrov,NVIDIA,NVDA,Design,SVP,89.5,1485100,10.0
NVDA-0975,Mary Garcia,NVIDIA,NVDA,Operations,Staff,83.0,616700,6.2
NVDA-0976,Priya Petrov,NVIDIA,NVDA,Product,Staff,76.9,228900,7.4
NVDA-0977,John Rossi,NVIDIA,NVDA,Sales & GTM,Staff,68.5,462700,5.5
NVDA-0978,Fatima Okafor,NVIDIA,NVDA,Legal & Policy,Principal,70.8,295000,2.1
NVDA-0979,Olivia Rossi,NVIDIA,NVDA,Research & AI,Senior,74.3,184400,7.3
NVDA-0980,James Garcia,NVIDIA,NVDA,Sales & GTM,Senior Director,94.1,246100,8.3
NVDA-0981,Thomas Wilson,NVIDIA,NVDA,Engineering,Senior,84.3,751300,0.8
NVDA-0982,Sofia Singh,NVIDIA,NVDA,Engineering,Senior,84.5,362400,5.2
NVDA-0983,Thomas Chen,NVIDIA,NVDA,Engineering,Principal,56.4,335500,3.4
NVDA-0984,James Davis,NVIDIA,NVDA,Research & AI,Director,92.2,1156800,5.6
NVDA-0985,Ahmed Anderson,NVIDIA,NVDA,Sales & GTM,Senior,91.5,257800,12.5
NVDA-0986,Carlos Singh,NVIDIA,NVDA,Engineering,Principal,86.6,285900,5.0
NVDA-0987,Kevin Park,NVIDIA,NVDA,Sales & GTM,Director,81.0,2033900,4.4
NVDA-0988,David Khan,NVIDIA,NVDA,Engineering,Staff,94.5,452600,8.7
NVDA-0989,Daniel Martinez,NVIDIA,NVDA,Operations,Senior,61.6,221600,4.6
NVDA-0990,Maria Davis,NVIDIA,NVDA,Legal & Policy,Principal,82.6,366800,15.2
NVDA-0991,Elena Martinez,NVIDIA,NVDA,Engineering,Staff,81.9,164600,5.5
NVDA-0992,Aisha Park,NVIDIA,NVDA,People/HR,Staff,78.7,240100,6.2
NVDA-0993,Nina Johnson,NVIDIA,NVDA,Research & AI,Director,86.9,1409000,7.1
NVDA-0994,Maria Nguyen,NVIDIA,NVDA,Engineering,Senior,68.0,406100,4.3
NVDA-0995,Raj Singh,NVIDIA,NVDA,Product,Staff,72.1,342600,4.0
NVDA-0996,Emily Singh,NVIDIA,NVDA,Research & AI,SVP,76.7,808800,12.9
NVDA-0997,Raj Yamamoto,NVIDIA,NVDA,Engineering,Staff,79.8,197100,7.2
NVDA-0998,Hannah Garcia,NVIDIA,NVDA,Operations,Staff,86.3,391000,3.0
NVDA-0999,Kevin Okafor,NVIDIA,NVDA,Sales & GTM,Senior,70.6,565000,3.8
NVDA-1000,Thomas Ali,NVIDIA,NVDA,Research & AI,Staff,96.1,348200,1.5
